product_name,brands,brands_tags,categories,categories_tags,categories_en,origins,origins_tags,origins_en,countries,countries_tags,countries_en,image_url,image_ingredients_url,image_nutrition_url,energy-kcal_100g,fat_100g,saturated-fat_100g,unsaturated-fat_100g,omega-3-fat_100g,omega-6-fat_100g,omega-9-fat_100g,trans-fat_100g,cholesterol_100g,carbohydrates_100g,sugars_100g,sucrose_100g,glucose_100g,fructose_100g,lactose_100g,maltose_100g,fiber_100g,soluble-fiber_100g,insoluble-fiber_100g,proteins_100g,salt_100g,added-salt_100g,sodium_100g,alcohol_100g,vitamin-a_100g,beta-carotene_100g,vitamin-d_100g,vitamin-e_100g,vitamin-k_100g,vitamin-c_100g,vitamin-b1_100g,vitamin-b2_100g,vitamin-pp_100g,vitamin-b6_100g,vitamin-b9_100g,vitamin-b12_100g,bicarbonate_100g,potassium_100g,chloride_100g,calcium_100g,phosphorus_100g,iron_100g,magnesium_100g,zinc_100g,copper_100g,manganese_100g,fluoride_100g,selenium_100g,chromium_100g,molybdenum_100g,iodine_100g,caffeine_100g,cocoa_100g,carbon-footprint_100g,carbon-footprint-from-meat-or-fish_100g
Grounded coffee Nescafe,"เนสกาแฟ,Nescafe,Nestle,Nestlé,NESCAFÉ,เนสเล่","เนสกาแฟ,nescafe,nestle,nestle,nescafe,เนสเล่","Plant-based foods and beverages, Beverages, Plant-based foods, Fruits and vegetables based foods, Vegetables based foods, Coffees, Instant beverages, Instant coffees","en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:coffees,en:instant-beverages,en:instant-coffees","Plant-based foods and beverages,Beverages,Plant-based foods,Fruits and vegetables based foods,Vegetables based foods,Coffees,Instant beverages,Instant coffees",,,,ประเทศไทย (Thai),en:thailand,Thailand,https://images.openfoodfacts.org/images/products/885/012/402/3681/front_en.8.400.jpg,https://images.openfoodfacts.org/images/products/885/012/402/3681/ingredients_en.10.400.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nescafe Latte Can 180ML,"Nescafe,เนสเล่,เนสกาแฟ,nestle","nescafe,เนสเล่,เนสกาแฟ,nestle","Plant-based foods and beverages, Beverages, Plant-based foods, Coffees, Instant beverages, Instant coffees","en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:coffees,en:instant-beverages,en:instant-coffees","Plant-based foods and beverages,Beverages,Plant-based foods,Coffees,Instant beverages,Instant coffees",,,,"France,Thailand","en:france,en:thailand","France,Thailand",https://images.openfoodfacts.org/images/products/885/012/402/5258/front_en.32.400.jpg,https://images.openfoodfacts.org/images/products/885/012/402/5258/ingredients_en.4.400.jpg,https://images.openfoodfacts.org/images/products/885/012/402/5258/nutrition_en.29.400.jpg,80.0,2.5,1.5,,,,,,,11.0,10.0,,,,,,,,,2.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
นมข้นหวานคาร์เนชัน,"คาร์เนชั่น,carnation","คาร์เนชั่น,carnation","ผลิตภัณฑ์จากนม, en:Condensed milks, en:Sweetened condensed milk","en:dairies,en:condensed-milks,en:sweetened-condensed-milk","Dairies,Condensed milks,Sweetened-condensed-milk",,,,Thailand,en:thailand,Thailand,https://images.openfoodfacts.org/images/products/885/012/403/7916/front_th.5.400.jpg,https://images.openfoodfacts.org/images/products/885/012/403/7916/ingredients_th.6.400.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold White Tea,"Nestlé,เนสเล่,ตราหมี","nestle,เนสเล่,ตราหมี","ผลิตภัณฑ์จากนม, กลุ่มผลิตภัณฑ์นม","en:dairies,en:milks","Dairies,Milks",,,,"Thailand,en:thailand",en:thailand,Thailand,https://images.openfoodfacts.org/images/products/885/012/404/1487/front_th.21.400.jpg,https://images.openfoodfacts.org/images/products/885/012/404/1487/ingredients_th.7.400.jpg,https://images.openfoodfacts.org/images/products/885/012/404/1487/nutrition_th.23.400.jpg,80.0,2.0,1.0,,,,,,,10.0,8.0,,,,,,0.0,,,4.0,0.1625,,0.065,,0.0003,,8e-06,0.004,,0.012,20.0,0.00034,,0.0004,,1.2e-06,,,,0.2,,,,,,,,,,,,,,,
Gold White Molt,"Nestlé,ตราหมี,เนสเล่","nestle,ตราหมี,เนสเล่","ผลิตภัณฑ์จากนม, กลุ่มผลิตภัณฑ์นม","en:dairies,en:milks","Dairies,Milks",,,,Thailand,en:thailand,Thailand,https://images.openfoodfacts.org/images/products/885/012/404/1517/front_en.4.400.jpg,https://images.openfoodfacts.org/images/products/885/012/404/1517/ingredients_en.13.400.jpg,https://images.openfoodfacts.org/images/products/885/012/404/1517/nutrition_en.16.400.jpg,0.0,1.5,1.0,,,,,,,19.0,9.0,,,,,,,,,68.0,0.175,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
แม้กกี้ ซีอิ๊ว,Maggi,maggi,,,,,,,en:Thailand,en:thailand,Thailand,https://images.openfoodfacts.org/images/products/885/012/406/5018/front_en.3.400.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
แม็กกี้ เจ ซอสใช้เหยาะหรือจิ้ม,แม็กกี้,แม็กกี้,ซอส,th:ซอส,th:ซอส,ประเทศไทย (Thai),en:thailand,Thailand,Thailand,en:thailand,Thailand,https://images.openfoodfacts.org/images/products/885/012/406/5407/front_en.20.400.jpg,https://images.openfoodfacts.org/images/products/885/012/406/5407/ingredients_en.16.400.jpg,https://images.openfoodfacts.org/images/products/885/012/406/5407/nutrition_en.18.400.jpg,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,0.0,,,0.0,1.1,,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25e-05,,,,
ซอสเหยาะจิ้ม แม็กกี้,"แม็กกี้,Maggi,Nestle,เนสเล่","แม็กกี้,maggi,nestle,เนสเล่","en:Condiments, กลุ่มผลิตภัณฑ์ไส้กรอก, en:Soy sauces, en:groceries","en:condiments,en:sauces,en:soy-sauces,en:groceries","Condiments,Sauces,Soy sauces,Groceries",,,,ประเทศไทย (Thai),en:thailand,Thailand,https://images.openfoodfacts.org/images/products/885/012/406/5414/front_en.28.400.jpg,https://images.openfoodfacts.org/images/products/885/012/406/5414/ingredients_en.15.400.jpg,https://images.openfoodfacts.org/images/products/885/012/406/5414/nutrition_en.34.400.jpg,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,0.0,,,0.0,19.5,,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00045,,,,
ซอสปรุงรสอาหาร แม็กกี้,"แม็กกี้,Maggi,Nestle,เนสเล่","แม็กกี้,maggi,nestle,เนสเล่","en:Condiments, กลุ่มผลิตภัณฑ์ไส้กรอก, en:Soy sauces, en:Groceries","en:condiments,en:sauces,en:soy-sauces,en:groceries","Condiments,Sauces,Soy sauces,Groceries",,,,Thailand,en:thailand,Thailand,https://images.openfoodfacts.org/images/products/885/012/406/5421/front_en.41.400.jpg,https://images.openfoodfacts.org/images/products/885/012/406/5421/ingredients_en.33.400.jpg,https://images.openfoodfacts.org/images/products/885/012/406/5421/nutrition_en.34.400.jpg,98.0,0.0,0.0,,,,,,,10.0,6.2,,,,,,0.0,,,12.4,17.0,,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
นมข้นจืด,"คาร์เนชั่น,Carnation","คาร์เนชั่น,carnation","ผลิตภัณฑ์จากนม, en:Evaporated milks","en:dairies,en:evaporated-milks","Dairies,Evaporated milks",,,,Thailand,en:thailand,Thailand,https://images.openfoodfacts.org/images/products/885/012/407/0999/front_th.8.400.jpg,https://images.openfoodfacts.org/images/products/885/012/407/0999/ingredients_th.9.400.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
เนสกาแฟ ลาเต้,"Nescafé,เนสกาแฟ,Nestle,เนสเล่","nescafe,เนสกาแฟ,nestle,เนสเล่","เครื่องดื่ม, en:Coffee drinks","en:beverages,en:coffee-drinks","Beverages,Coffee drinks",,,,Thailand,en:thailand,Thailand,https://images.openfoodfacts.org/images/products/885/012/409/5008/front_en.4.400.jpg,https://images.openfoodfacts.org/images/products/885/012/409/5008/ingredients_th.7.400.jpg,https://images.openfoodfacts.org/images/products/885/012/409/5008/nutrition_th.10.400.jpg,50.0,1.25,0.75,,,,,,,8.0,7.0,,,,,,1.0,,,2.0,0.152,,0.061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kitkat,"Kitkat,คิทแคท","kitkat,คิทแคท","Snacks,Desserts,Sweet snacks,Cocoa and its products,Frozen foods,Frozen desserts,Chocolates,Ice creams and sorbets,Ice creams","en:snacks,en:desserts,en:sweet-snacks,en:cocoa-and-its-products,en:frozen-foods,en:frozen-desserts,en:chocolates,en:ice-creams-and-sorbets,en:ice-creams","Snacks,Desserts,Sweet snacks,Cocoa and its products,Frozen foods,Frozen desserts,Chocolates,Ice creams and sorbets,Ice creams",,,,"France,Thailand","en:france,en:thailand","France,Thailand",https://images.openfoodfacts.org/images/products/885/012/500/8663/front_fr.20.400.jpg,https://images.openfoodfacts.org/images/products/885/012/500/8663/ingredients_fr.21.400.jpg,https://images.openfoodfacts.org/images/products/885/012/500/8663/nutrition_fr.18.400.jpg,323.0,21.5,12.3,,,,,,,29.2,23.1,,,,,,0.0,,,4.62,0.135,,0.0538,,0.0,,,,,,3.69e-05,5.23e-05,,,,,,,,0.0615,,0.0,,,,,,,,,,,,,
,"Nestle,เนสเล่","nestle,เนสเล่","Desserts, Frozen foods, Frozen desserts, Ice creams and sorbets, Ice creams, Ice cream bars, Chocolate ice cream bars","en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets,en:ice-creams,en:ice-cream-bars,en:chocolate-ice-cream-bars","Desserts,Frozen foods,Frozen desserts,Ice creams and sorbets,Ice creams,Ice cream bars,Chocolate ice cream bars",,,,Thailand,en:thailand,Thailand,https://images.openfoodfacts.org/images/products/885/012/500/9813/front_en.11.400.jpg,https://images.openfoodfacts.org/images/products/885/012/500/9813/ingredients_en.12.400.jpg,https://images.openfoodfacts.org/images/products/885/012/500/9813/nutrition_en.13.400.jpg,329.0,21.4,10.0,,,,,,,28.6,21.4,,,,,,0.0,,,4.29,0.304,,0.121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blend & Brew…,"เนสกาแฟ,Nescafe,เนสเล่,Nestle","เนสกาแฟ,nescafe,เนสเล่,nestle","en:Plant-based foods and beverages, เครื่องดื่ม, ผลิตภัณฑ์จากพืชทั้งหมด, ผลิตภัณฑ์จากผักและผลไม้, ผลิตภัณฑ์จากพืช, กาแฟ, en:Instant beverages, en:Instant coffees","en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:coffees,en:instant-beverages,en:instant-coffees","Plant-based foods and beverages,Beverages,Plant-based foods,Fruits and vegetables based foods,Vegetables based foods,Coffees,Instant beverages,Instant coffees",,,,Thailand,en:thailand,Thailand,https://images.openfoodfacts.org/images/products/885/012/507/2350/front_en.4.400.jpg,https://images.openfoodfacts.org/images/products/885/012/507/2350/ingredients_th.7.400.jpg,https://images.openfoodfacts.org/images/products/885/012/507/2350/nutrition_en.15.400.jpg,80.0,2.0,2.0,,,,,,,14.0,7.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
เนสกาแฟ เบลนด์ แอน บลิว เอสเปรสโซ โรสต์,"Nescafé,เนสเล่,Nestle,เนสกาแฟ","nescafe,เนสเล่,nestle,เนสกาแฟ","en:Plant-based foods and beverages, เครื่องดื่ม, ผลิตภัณฑ์จากพืชทั้งหมด, ผลิตภัณฑ์จากผักและผลไม้, ผลิตภัณฑ์จากพืช, กาแฟ, en:Instant beverages, en:Instant coffees","en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:coffees,en:instant-beverages,en:instant-coffees","Plant-based foods and beverages,Beverages,Plant-based foods,Fruits and vegetables based foods,Vegetables based foods,Coffees,Instant beverages,Instant coffees",,,,Thailand,en:thailand,Thailand,https://images.openfoodfacts.org/images/products/885/012/507/2374/front_th.17.400.jpg,https://images.openfoodfacts.org/images/products/885/012/507/2374/ingredients_th.8.400.jpg,https://images.openfoodfacts.org/images/products/885/012/507/2374/nutrition_th.11.400.jpg,443.0,9.49,9.49,,,,,,,82.3,44.3,,,,,,0.0,,,6.33,0.723,,0.289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไอศครีมเอสกิโม,"เนสเล่, Nestle","เนสเล่,nestle","ขนม-ของว่าง, en:Desserts, en:Sweet snacks, อาหารแช่แข็ง, en:Frozen desserts, en:Ice creams and sorbets, ไอศกรีม","en:snacks,en:desserts,en:sweet-snacks,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets,en:ice-creams","Snacks,Desserts,Sweet snacks,Frozen foods,Frozen desserts,Ice creams and sorbets,Ice creams",,,,en:Thailand,en:thailand,Thailand,https://images.openfoodfacts.org/images/products/885/012/507/3807/front_th.4.400.jpg,https://images.openfoodfacts.org/images/products/885/012/507/3807/ingredients_th.7.400.jpg,https://images.openfoodfacts.org/images/products/885/012/507/3807/nutrition_th.10.400.jpg,167.0,7.5,3.33,,,,,,,23.3,20.0,,,,,,0.0,,,1.67,0.191,,0.0762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nestlé,nestle,,,,,,,en:Thailand,en:thailand,Thailand,https://images.openfoodfacts.org/images/products/885/012/507/5184/front_th.4.400.jpg,https://images.openfoodfacts.org/images/products/885/012/507/5184/ingredients_th.7.400.jpg,https://images.openfoodfacts.org/images/products/885/012/507/5184/nutrition_th.10.400.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
เนสกาแฟ เอ็กซตร้าริช,"เนสกาแฟ,เนสเล่,Nestle,Nescafe","เนสกาแฟ,เนสเล่,nestle,nescafe","en:Plant-based foods and beverages, เครื่องดื่ม, ผลิตภัณฑ์จากพืชทั้งหมด, ผลิตภัณฑ์จากผักและผลไม้, ผลิตภัณฑ์จากพืช, กาแฟ","en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:coffees","Plant-based foods and beverages,Beverages,Plant-based foods,Fruits and vegetables based foods,Vegetables based foods,Coffees",,,,Thailand,en:thailand,Thailand,https://images.openfoodfacts.org/images/products/885/012/507/7324/front_th.7.400.jpg,https://images.openfoodfacts.org/images/products/885/012/507/7324/ingredients_th.9.400.jpg,https://images.openfoodfacts.org/images/products/885/012/507/7324/nutrition_th.12.400.jpg,44.4,0.556,0.0,,,,,,,8.89,7.78,,,,,,0.556,,,0.556,0.153,,0.0611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
เนสกาแฟ โกลด์,"Nestlé,Nescafé,เนสเล่,เนสกาแฟ","nestle,nescafe,เนสเล่,เนสกาแฟ","en:Plant-based foods and beverages, เครื่องดื่ม, ผลิตภัณฑ์จากพืชทั้งหมด, กาแฟ, en:Freeze-dried foods, en:Instant beverages, en:Freeze-dried plant-based foods, en:Instant coffees, en:Freeze-dried instant coffees","en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:coffees,en:freeze-dried-foods,en:instant-beverages,en:freeze-dried-plant-based-foods,en:instant-coffees,en:freeze-dried-instant-coffees","Plant-based foods and beverages,Beverages,Plant-based foods,Coffees,Freeze-dried foods,Instant beverages,Freeze-dried plant-based foods,Instant coffees,Freeze-dried instant coffees",,,,Thailand,en:thailand,Thailand,https://images.openfoodfacts.org/images/products/885/012/507/8680/front_th.3.400.jpg,https://images.openfoodfacts.org/images/products/885/012/507/8680/ingredients_th.8.400.jpg,https://images.openfoodfacts.org/images/products/885/012/507/8680/nutrition_th.9.400.jpg,250.0,0.0,0.0,,,,,,,50.0,0.0,,,,,,0.0,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
เนสกาแฟ เบลนด์ แอนด์ บลิว สูตรน้ำตาลน้อย,"Nescafé,เนสกาแฟ,เนสเล่,Nestle","nescafe,เนสกาแฟ,เนสเล่,nestle","en:Plant-based foods and beverages, เครื่องดื่ม, ผลิตภัณฑ์จากพืชทั้งหมด, ผลิตภัณฑ์จากผักและผลไม้, ผลิตภัณฑ์จากพืช, กาแฟ, en:Instant beverages, en:Instant coffees","en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:coffees,en:instant-beverages,en:instant-coffees","Plant-based foods and beverages,Beverages,Plant-based foods,Fruits and vegetables based foods,Vegetables based foods,Coffees,Instant beverages,Instant coffees",,,,Thailand,en:thailand,Thailand,https://images.openfoodfacts.org/images/products/885/012/507/8918/front_en.4.400.jpg,https://images.openfoodfacts.org/images/products/885/012/507/8918/ingredients_th.11.400.jpg,https://images.openfoodfacts.org/images/products/885/012/507/8918/nutrition_en.7.400.jpg,449.0,12.8,12.8,,,,,,,76.9,32.1,,,,,,,,,6.41,1.22,,0.488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
เนสกาแฟ เบลนด์ แอนด์ บลิว สูตรน้ำตาลน้อย,"เนสกาแฟ,เนสเล่,Nescafe,Nestle","เนสกาแฟ,เนสเล่,nescafe,nestle","en:Plant-based foods and beverages, เครื่องดื่ม, ผลิตภัณฑ์จากพืชทั้งหมด, ผลิตภัณฑ์จากผักและผลไม้, ผลิตภัณฑ์จากพืช, กาแฟ, en:Instant beverages, en:Instant coffees","en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:coffees,en:instant-beverages,en:instant-coffees","Plant-based foods and beverages,Beverages,Plant-based foods,Fruits and vegetables based foods,Vegetables based foods,Coffees,Instant beverages,Instant coffees",,,,Thailand,en:thailand,Thailand,https://images.openfoodfacts.org/images/products/885/012/507/8925/front_th.13.400.jpg,https://images.openfoodfacts.org/images/products/885/012/507/8925/ingredients_th.6.400.jpg,https://images.openfoodfacts.org/images/products/885/012/507/8925/nutrition_th.9.400.jpg,449.0,12.8,12.8,,,,,,,76.9,32.1,,,,,,,,,6.41,1.22,,0.488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
เนสกาแฟโกลด์ คาปูชิโน,"Nescafé,เนสเล่,เนสกาแฟ,Nestle","nescafe,เนสเล่,เนสกาแฟ,nestle","en:Plant-based foods and beverages, เครื่องดื่ม, ผลิตภัณฑ์จากพืชทั้งหมด, ผลิตภัณฑ์จากผักและผลไม้, ผลิตภัณฑ์จากพืช, กาแฟ, en:Instant beverages, en:Instant coffees","en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:coffees,en:instant-beverages,en:instant-coffees","Plant-based foods and beverages,Beverages,Plant-based foods,Fruits and vegetables based foods,Vegetables based foods,Coffees,Instant beverages,Instant coffees",,,,Thailand,en:thailand,Thailand,https://images.openfoodfacts.org/images/products/885/012/507/9458/front_en.4.400.jpg,https://images.openfoodfacts.org/images/products/885/012/507/9458/ingredients_en.7.400.jpg,https://images.openfoodfacts.org/images/products/885/012/507/9458/nutrition_en.10.400.jpg,419.0,8.8,8.0,,,,,,,71.2,52.8,,,,,,2.4,,,13.6,0.79502,,0.318008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
เนสกาแฟโกลด์ คาปูชิโน,"Nestle,Nescafe,เนสเล่,เนสกาแฟ","nestle,nescafe,เนสเล่,เนสกาแฟ","en:Plant-based foods and beverages, เครื่องดื่ม, ผลิตภัณฑ์จากพืชทั้งหมด, ผลิตภัณฑ์จากผักและผลไม้, ผลิตภัณฑ์จากพืช, กาแฟ, en:Instant beverages, en:Instant coffees","en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:coffees,en:instant-beverages,en:instant-coffees","Plant-based foods and beverages,Beverages,Plant-based foods,Fruits and vegetables based foods,Vegetables based foods,Coffees,Instant beverages,Instant coffees",,,,Thailand,en:thailand,Thailand,https://images.openfoodfacts.org/images/products/885/012/507/9472/front_en.4.400.jpg,https://images.openfoodfacts.org/images/products/885/012/507/9472/ingredients_th.7.400.jpg,https://images.openfoodfacts.org/images/products/885/012/507/9472/nutrition_th.10.400.jpg,439.0,9.76,7.32,,,,,,,73.2,53.7,,,,,,0.0,,,14.6,0.805,,0.322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
เนสกาแฟโกลด์ คาปูชิโน,"Nestle,Nescafe,เนสเล่,เนสกาแฟ","nestle,nescafe,เนสเล่,เนสกาแฟ","en:Plant-based foods and beverages, เครื่องดื่ม, ผลิตภัณฑ์จากพืชทั้งหมด, ผลิตภัณฑ์จากผักและผลไม้, ผลิตภัณฑ์จากพืช, กาแฟ, en:Instant beverages, en:Instant coffees","en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:coffees,en:instant-beverages,en:instant-coffees","Plant-based foods and beverages,Beverages,Plant-based foods,Fruits and vegetables based foods,Vegetables based foods,Coffees,Instant beverages,Instant coffees",,,,Thailand,en:thailand,Thailand,https://images.openfoodfacts.org/images/products/885/012/507/9496/front_en.4.400.jpg,https://images.openfoodfacts.org/images/products/885/012/507/9496/ingredients_th.7.400.jpg,https://images.openfoodfacts.org/images/products/885/012/507/9496/nutrition_th.10.400.jpg,439.0,9.76,7.32,,,,,,,73.2,53.7,,,,,,0.0,,,14.6,0.805,,0.322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไมโลสูตรน้ำตาลน้อย,"Nestlé,เนสเล่,ไมโล,Milo","nestle,เนสเล่,ไมโล,milo","ขนม-ของว่าง, en:Sweet snacks, en:Cocoa and its products, ช็อกโกแลต, en:Milk chocolates","en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:chocolates,en:milk-chocolates","Snacks,Sweet snacks,Cocoa and its products,Chocolates,Milk chocolates",,,,Thailand,en:thailand,Thailand,https://images.openfoodfacts.org/images/products/885/012/508/0683/front_th.15.400.jpg,https://images.openfoodfacts.org/images/products/885/012/508/0683/ingredients_th.18.400.jpg,https://images.openfoodfacts.org/images/products/885/012/508/0683/nutrition_th.19.400.jpg,400.0,6.0,4.0,,,,,,,64.0,40.0,,,,,,4.0,,,20.0,0.864,,0.345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
เนสกาแฟ แบล็คไอซ์,"Nescafé,เนสกาแฟ,เนสเล่,Nestle","nescafe,เนสกาแฟ,เนสเล่,nestle","en:Plant-based foods and beverages, เครื่องดื่ม, ผลิตภัณฑ์จากพืชทั้งหมด, ผลิตภัณฑ์จากผักและผลไม้, ผลิตภัณฑ์จากพืช, กาแฟ, en:Instant beverages","en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:coffees,en:instant-beverages","Plant-based foods and beverages,Beverages,Plant-based foods,Fruits and vegetables based foods,Vegetables based foods,Coffees,Instant beverages",,,,Thailand,en:thailand,Thailand,https://images.openfoodfacts.org/images/products/885/012/508/1895/front_th.3.400.jpg,https://images.openfoodfacts.org/images/products/885/012/508/1895/ingredients_th.6.400.jpg,https://images.openfoodfacts.org/images/products/885/012/508/1895/nutrition_th.16.400.jpg,27.8,,,,,,,,,6.67,5.0,,,,,,,,,0.556,0.12,,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
เนสวีต้าน้ำเต้าหู้ผสมเมล็ดเชีย,"Nestlé,เนสวีต้า,Nesvita,เนสเล่","nestle,เนสวีต้า,nesvita,เนสเล่","en:Plant-based foods and beverages, ผลิตภัณฑ์จากพืชทั้งหมด, ธัญพืชและมันฝรั่ง, ผลิตภัณฑ์จากผักและผลไม้, en:Seeds, ผลิตภัณฑ์จากธัญพืช, ผลิตภัณฑ์จากพืช","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:fruits-and-vegetables-based-foods,en:seeds,en:cereals-and-their-products,en:vegetables-based-foods","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Fruits and vegetables based foods,Seeds,Cereals and their products,Vegetables based foods",,,,Thailand,en:thailand,Thailand,https://images.openfoodfacts.org/images/products/885/012/508/1925/front_en.4.400.jpg,https://images.openfoodfacts.org/images/products/885/012/508/1925/ingredients_en.7.400.jpg,https://images.openfoodfacts.org/images/products/885/012/508/1925/nutrition_en.10.400.jpg,391.0,8.7,,,,,,,,65.2,26.1,,,,,,17.4,,,17.4,0.497,,0.199,,0.0013,,2.61e-05,0.0261,,0.0783,87.0,0.00111,0.0174,0.00174,0.000348,5.22e-06,,,,1.3,,0.0117,,,,,,,,,,,,,
,Milo,milo,,,,,,,Thailand,en:thailand,Thailand,https://images.openfoodfacts.org/images/products/885/012/508/2342/front_en.3.400.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไมโล สูตร น้ำตาลน้อยกว่า 30%,"Nestlé,Milo,เนสเล่,ไมโล","nestle,milo,เนสเล่,ไมโล","เครื่องดื่ม, ผลิตภัณฑ์จากนม, en:Dairy drinks, en:Flavoured milks, en:Chocolate milks","en:beverages,en:dairies,en:dairy-drinks,en:flavoured-milks,en:chocolate-milks","Beverages,Dairies,Dairy drinks,Flavoured milks,Chocolate milks",,,,Thailand,en:thailand,Thailand,https://images.openfoodfacts.org/images/products/885/012/508/2779/front_th.4.400.jpg,https://images.openfoodfacts.org/images/products/885/012/508/2779/ingredients_th.16.400.jpg,https://images.openfoodfacts.org/images/products/885/012/508/2779/nutrition_th.17.400.jpg,61.1,1.94,1.11,,,,,,,8.33,6.67,,,,,,0.0,,,2.78,0.118,,0.0472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nestle Milo,,,,,,,,,"ประเทศไทย (Thai),en:thailand",en:thailand,Thailand,https://images.openfoodfacts.org/images/products/885/012/508/3813/front_en.8.400.jpg,https://images.openfoodfacts.org/images/products/885/012/508/3813/ingredients_en.11.400.jpg,https://images.openfoodfacts.org/images/products/885/012/508/3813/nutrition_en.14.400.jpg,130.0,3.0,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
